numeric1,numeric2,numeric3,numeric4,numeric5,numeric6,numeric7,numeric8,numeric9,numeric10,numeric11,numeric12,numeric13,label,cat14,cat15,cat16,cat17,cat18,cat19,cat20,cat21,cat22,cat23,cat24,cat25,cat26,cat27,cat28,cat29,cat30,cat31,cat32,cat33,cat34,cat35,cat36,cat37,cat38,cat39
1,6,0,11,0,0,0,1,0,124,6,0,1,0,3,14,299,423,28,4,2538,5,0,2032,1788,307,1517,2,279,365,5,211,0,1,329,0,0,3,4,279
11,2,0,10,0,0,1,1,0,249,20,0,0,1,13,0,0,136,0,4,2539,1,0,1629,1789,0,1518,2,206,341,0,13,0,0,306,0,9,18,0,88
0,4,0,1,0,0,0,0,0,0,6,0,0,1,3,0,1034,1327,1,0,118,1,0,51,77,1050,75,1,139,1157,0,0,0,0,1080,0,1,1135,0,830
0,0,0,1,29,0,0,0,0,0,0,0,0,0,3,74,0,4,3,4,2540,1,1,2,339,66,311,1,134,80,1,110,1,2,73,0,2,4,1,2
0,0,0,1,8,0,0,0,0,0,13,0,0,1,3,85,0,45,3,0,143,1,0,1668,137,0,132,2,160,0,5,126,16,0,0,0,9,43,0,27
0,0,0,8,9,0,0,2,1,0,6,0,0,0,7,127,124,183,1,4,2541,1,0,2033,1790,127,1519,1,269,157,0,202,0,1,139,0,1,171,4,38
0,0,0,23,0,0,0,8,2,0,0,0,4,0,2,295,0,10,0,0,806,1,0,2,698,0,471,2,1585,0,4,677,1,2,0,0,11,9,1,2
0,0,0,0,0,0,0,1,1,0,6,0,1,1,13,74,0,4,0,0,2448,1,0,2034,1734,66,1470,1,134,80,1,110,1,2,73,0,8,4,1,2
0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,144,3,4,741,1,0,127,77,0,75,2,218,124,5,167,0,0,109,0,1,18,0,94
7,0,0,25,0,0,1,2,1,124,6,1,2,1,3,17,524,688,0,4,1022,0,0,546,681,537,619,2,20,599,6,19,277,3,559,0,1,18,0,428
0,8,1,2,339,0,0,1,0,0,0,0,1,0,3,11,1248,1606,0,0,2433,1,1,123,168,1264,158,7,1586,1400,0,957,1,2,1301,0,0,1397,1,2
7,2,0,17,0,0,1,2,1,124,13,0,1,1,2,12,1249,1607,0,5,1409,5,0,992,564,1265,520,0,12,1401,0,12,0,3,1302,1,8,20,9,9
0,0,0,17,7,0,0,8,0,0,0,0,6,0,0,7,21,15,0,0,1371,1,0,2,1085,22,961,2,178,24,5,33,1,2,23,0,2,13,1,2
0,0,0,19,0,0,1,6,2,0,13,0,1,0,3,11,0,10,0,3,199,4,0,2,188,0,174,1,18,0,0,64,1,2,0,0,1,18,1,2
1,0,1,11,0,0,0,1,0,124,6,0,1,1,7,51,146,214,0,1,1801,1,0,2,1361,148,317,2,1231,178,5,232,0,1,162,0,0,79,11,140
1,3,0,11,0,0,0,1,3,0,13,3,1,0,3,99,0,10,0,5,2542,1,0,2,1791,0,1520,2,184,0,7,145,0,1,0,0,6,9,16,67
0,0,0,5,1,1,1,7,7,0,6,0,0,0,7,275,2,2,3,0,279,0,0,1342,32,2,31,1,891,2,0,584,1,2,2,3,4,2,1,2
1,0,0,0,0,0,0,0,0,124,6,0,0,1,7,258,1250,1608,0,0,538,5,0,2,486,1266,438,2,1015,1402,0,541,0,1,1303,0,0,1398,6,2
2,1,0,1,0,0,0,0,0,124,6,0,0,1,66,48,1251,1609,0,5,1095,3,0,728,49,1267,48,0,83,1403,1,70,1,2,1304,0,9,214,1,2
0,0,0,0,4,0,2,0,0,0,6,0,0,0,3,84,0,1610,0,4,875,16,0,611,660,0,498,21,1538,0,0,124,433,3,0,0,0,1399,13,1030
0,0,0,2,1,0,0,1,0,0,6,0,0,0,0,84,1252,1611,0,5,2543,6,0,2,1792,1268,1521,1,305,1404,1,124,0,3,1305,0,0,294,13,205
0,0,0,0,4,0,0,0,3,0,6,0,0,0,3,17,0,10,3,0,331,1,0,2,307,0,281,5,24,0,0,19,154,3,0,0,9,18,0,1031
0,0,0,4,0,0,0,0,0,0,0,0,0,0,26,119,0,854,0,5,72,1,1,2,70,0,34,0,245,1405,8,184,1,2,1306,0,7,151,1,2
35,1,0,4,0,0,26,0,23,124,108,1,0,1,7,179,0,10,0,0,33,12,0,22,32,0,31,2,468,0,7,336,1,2,0,0,9,9,1,2
0,45,0,0,3,0,0,0,3,0,6,0,0,0,7,94,5,2,0,0,1069,1,0,2,334,6,305,0,176,6,5,139,1,2,6,0,0,2,1,2
1,0,0,1,0,0,33,3,41,124,374,0,2,0,3,100,5,2,0,0,2544,1,0,1863,191,6,177,0,1587,6,2,958,1,2,6,0,8,2,1,2
0,0,0,0,0,0,0,0,0,0,6,0,0,1,3,1,0,10,0,2,558,0,0,390,501,0,462,1,367,0,1,210,0,1,0,0,0,9,0,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,119,0,1612,3,5,72,1,1,2,70,0,34,0,910,1406,8,340,1,2,0,3,7,151,1,2
3,0,0,22,0,0,1,6,10,124,13,0,2,1,3,37,0,1613,3,0,1084,1,0,2035,251,0,233,2,54,1407,6,49,14,3,1307,0,9,1128,3,827
0,8,0,23,0,0,0,5,4,0,13,0,3,0,18,38,5,2,0,0,80,1,0,2,15,6,15,1,115,6,0,95,1,2,6,3,1,2,1,2
0,0,0,10,1,0,0,2,1,0,0,0,1,0,3,0,0,144,0,2,805,1,0,2036,39,0,38,2,218,124,1,167,0,0,109,0,1,18,0,94
0,16,1,1,1,2,1,0,17,0,20,0,0,0,2,12,58,86,0,0,179,1,0,249,169,60,159,2,51,74,0,12,37,3,67,0,6,81,3,59
0,0,0,11,1,0,0,1,4,0,0,0,1,0,10,169,23,32,3,0,31,19,0,2,29,24,29,1,536,26,4,311,0,1,25,0,8,18,0,555
0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,112,0,10,0,0,2545,5,0,2,1793,0,1522,7,1170,0,4,172,0,1,0,0,0,9,3,292
0,0,0,0,18,0,0,0,0,0,0,0,0,0,3,109,0,1023,3,1,2546,1,1,2037,1794,0,1523,1,351,898,1,168,1,2,0,0,1,296,1,2
0,0,0,0,0,0,1,0,3,0,27,0,0,1,0,11,0,10,3,5,230,5,0,2,216,0,201,2,1588,0,0,959,1,2,0,4,9,1400,1,2
6,6,0,22,0,0,0,8,2,249,13,0,4,0,3,14,772,991,0,0,610,4,0,37,365,786,249,1,149,872,0,15,0,0,817,0,0,246,4,621
0,0,0,0,11,1,1,2,17,0,6,0,0,0,3,222,518,682,3,5,1321,5,0,2,457,531,423,1,765,592,0,513,1,2,553,0,2,13,1,2
1,59,0,0,0,0,1,8,2,124,20,0,0,0,2,14,845,635,0,0,103,1,0,1610,100,857,98,2,524,950,0,372,0,3,891,1,1,60,0,42
0,0,1,8,0,0,0,1,0,0,0,0,0,0,45,0,0,10,20,4,125,1,1,2,120,0,117,2,130,0,8,0,0,0,0,0,2,1281,0,1032
0,0,0,0,1,0,0,0,0,0,6,0,0,0,7,74,0,4,5,0,1285,1,0,1463,1019,66,906,1,134,80,1,110,1,2,73,0,0,4,1,2
7,0,1,32,0,0,0,8,2,124,6,0,6,1,3,113,1253,1614,1,1,543,5,0,2038,489,1269,450,1,629,1408,1,175,0,0,1308,1,1,429,6,321
0,1,0,25,0,0,0,6,1,0,0,0,2,0,3,63,0,179,0,0,2547,1,0,2,1795,0,1524,1,1037,0,3,94,48,0,0,0,0,108,0,117
0,0,1,19,3,0,0,3,1,0,0,0,1,0,14,17,493,653,0,2,1667,5,0,11,230,506,215,2,20,567,0,19,108,3,528,0,0,20,0,9
0,0,0,4,1,0,0,0,1,0,13,0,0,0,0,11,0,10,3,1,2548,5,0,2039,1796,0,1525,1,939,0,0,610,1,2,0,0,0,9,1,2
0,78,0,10,6,0,0,0,5,0,6,0,1,0,3,20,536,697,0,0,121,1,0,150,25,548,25,2,25,609,1,23,26,3,571,0,1,20,4,9
0,0,0,4,1,0,0,2,5,0,6,0,0,0,3,11,51,57,0,5,1358,0,0,1850,129,52,124,2,472,63,5,40,1,2,59,3,1,53,1,2
0,0,0,0,14,0,0,1,0,0,0,0,1,0,6,11,51,57,3,0,6,1,2,31,85,52,50,2,785,63,1,40,1,2,59,0,0,53,1,2
0,5,0,1,7,0,0,0,3,0,6,0,0,0,3,220,748,501,1,0,1392,6,0,2040,315,762,288,2,641,843,0,437,0,1,794,0,1,393,12,38
0,8,0,4,11,0,0,1,8,0,27,0,0,0,3,119,1254,1045,30,1,2549,1,0,1302,1315,1270,1147,2,474,1409,0,340,1,2,1309,0,1,151,1,2
0,0,0,5,0,0,0,0,0,0,0,0,0,0,3,3,1255,1223,1,5,1460,1,0,19,3,1271,3,1,69,1410,3,60,1,2,1310,0,0,3,1,2
0,0,4,51,0,1,1,7,11,0,6,0,25,0,7,63,0,10,0,5,2550,5,0,2,1797,0,1526,2,114,0,0,94,0,3,0,0,0,42,0,26
0,0,0,5,5,1,0,2,11,0,27,0,0,0,2,255,0,10,3,4,337,1,0,2041,314,0,287,2,805,0,5,532,1,2,0,0,1,9,1,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,169,579,752,0,1,81,4,0,927,58,592,57,0,428,664,3,311,0,1,620,0,0,652,0,78
2,0,0,0,0,0,2,5,6,124,20,0,5,0,0,29,1256,1615,0,6,524,1,0,2042,472,1272,437,1,103,1411,0,84,22,3,1311,1,6,20,4,9
0,1,0,7,6,0,0,0,1,0,0,0,0,0,5,14,0,10,0,0,2381,0,0,1141,548,0,505,1,149,0,1,15,0,1,0,0,1,9,4,49
0,0,0,2,49,0,0,0,0,0,0,0,0,1,3,125,291,413,0,2,2551,1,1,2043,1798,298,1527,1,261,356,0,196,0,0,320,0,0,372,4,118
0,0,0,0,11,0,0,0,0,0,0,0,0,0,3,29,0,10,0,3,32,19,0,626,31,0,30,2,100,0,0,84,194,3,0,0,1,20,4,9
0,0,0,0,9,2,0,0,23,0,6,0,0,0,0,355,1257,1616,3,0,530,1,0,1056,94,1273,92,2,1589,1412,0,893,0,1,1312,0,6,2,11,6
0,0,0,4,3,0,1,0,11,0,13,0,0,0,0,97,215,309,0,0,535,1,0,380,374,218,343,2,414,266,0,142,0,0,237,0,1,90,6,6
0,13,0,2,0,0,0,1,0,0,6,0,0,0,3,11,1258,1617,3,1,2552,1,0,2,6,1274,6,1,1590,1413,1,873,1,2,1313,0,3,1189,1,2
0,0,0,4,15,0,0,0,0,0,0,0,0,0,3,119,1259,1618,0,5,903,1,0,462,588,1275,538,0,623,1414,5,427,1,2,1314,0,1,1401,1,2
0,0,1,19,0,0,0,2,0,0,0,0,1,0,2,93,136,200,0,1,57,1,1,2,55,138,54,7,276,168,8,208,1,2,151,0,2,106,1,2
0,8,11,5,0,0,0,1,0,0,0,0,0,0,18,17,23,32,3,5,2553,5,0,2,986,24,877,6,74,26,3,39,6,1,25,0,0,18,0,13
0,7,0,5,11,0,0,0,1,0,6,0,0,0,3,46,0,10,0,4,379,1,0,348,349,0,321,1,80,0,0,68,166,3,0,0,1,20,2,9
0,29,0,0,0,0,0,0,0,0,0,0,0,0,7,7,21,15,0,0,1036,0,1,2,99,22,97,1,35,24,8,33,1,2,23,3,2,13,1,2
15,29,0,50,0,0,2,8,2,124,20,0,5,1,59,61,0,10,0,0,36,1,0,862,35,0,34,1,110,0,0,91,0,0,0,1,1,9,15,2
0,0,0,7,0,0,0,1,1,0,0,0,1,0,3,91,0,1619,0,0,1075,5,0,1772,886,0,795,4,303,0,3,231,1,2,0,1,5,103,1,2
0,0,0,5,0,0,1,2,4,0,13,0,1,1,3,101,760,975,0,1,2554,1,0,11,1799,774,1528,0,342,855,0,234,1,2,805,3,9,161,1,2
0,0,0,30,1,0,0,6,10,0,0,0,4,0,3,91,0,1425,3,0,540,3,0,60,86,0,84,1,1081,1241,4,133,1,2,1315,0,8,103,1,2
0,0,0,2,0,0,0,2,5,0,6,0,0,0,3,335,0,1620,0,0,2555,1,0,2044,1800,0,1529,5,1591,0,5,960,1,2,0,1,1,1402,1,2
0,0,1,1,3,1,0,0,1,0,6,0,0,0,14,51,334,473,3,0,374,1,0,260,344,345,316,1,1376,403,5,422,86,1,365,0,2,414,11,307
0,38,0,1,0,0,0,0,1,0,6,0,0,0,3,69,59,87,0,4,804,5,0,2,697,61,635,1,125,75,1,103,0,3,68,0,2,18,0,38
6,0,0,0,0,0,0,0,0,124,27,0,0,0,3,58,0,10,3,3,247,19,0,2045,11,0,11,2,154,0,2,86,0,1,0,0,1,9,8,47
0,0,0,0,14,0,0,0,0,0,0,0,0,0,89,3,0,450,0,0,2556,1,1,2046,1801,0,1530,2,3,0,0,3,1,2,0,0,0,3,1,2
0,0,2,101,0,0,0,75,0,0,0,0,55,0,6,18,48,69,0,0,57,5,1,2,55,49,54,1,194,57,8,120,1,2,55,0,2,61,1,2
0,0,0,2,0,0,0,0,1,0,0,0,0,0,16,19,5,2,3,1,18,1,0,754,17,6,17,1,230,6,3,173,1,2,6,0,1,2,1,2
7,0,0,14,0,0,5,2,6,124,231,0,1,1,7,17,0,10,3,4,1978,1,0,1168,1214,0,1069,12,721,0,0,19,355,3,0,0,1,1403,0,1033
0,7,0,8,17,3,0,0,12,0,0,0,1,0,3,14,46,66,0,5,2234,1,1,2047,1275,47,1116,0,1009,55,0,211,0,0,52,3,1,58,4,305
24,0,0,0,0,0,3,4,16,124,40,0,0,0,2,32,1260,35,0,0,878,16,0,275,251,1276,233,2,1592,1415,0,43,1,2,1316,0,9,33,1,2
0,1,0,36,3,0,0,4,2,0,0,0,3,0,7,84,0,1621,0,6,852,1,0,2048,175,0,164,1,305,0,0,124,21,3,0,0,8,1404,13,1034
2,7,0,26,0,0,3,2,20,124,27,1,1,0,7,34,273,383,3,6,130,0,0,14,110,277,108,9,315,333,6,46,108,3,299,0,1,299,8,207
0,0,0,0,2,0,0,0,0,0,13,0,0,0,4,11,1187,1532,0,0,53,1,0,31,179,1201,50,1,1517,1326,2,925,1,2,1237,3,0,1312,1,2
12,0,0,8,0,0,1,0,0,124,6,0,0,0,0,17,0,10,0,3,2557,1,0,2049,972,0,865,2,20,0,0,19,434,3,0,0,1,9,0,2
0,0,1,4,3,0,0,1,9,0,0,0,1,0,3,17,23,32,3,1,325,5,0,223,1802,24,274,6,74,26,3,39,6,1,25,0,1,18,0,13
0,0,1,11,2,1,1,1,0,0,6,0,1,0,3,45,0,10,5,1,120,5,0,2050,733,0,113,1,144,0,5,67,0,1,0,0,1,1405,0,468
0,0,1,5,1,0,0,1,0,0,6,0,0,1,0,56,0,10,6,0,1452,5,0,11,1136,0,1001,1,241,0,0,136,0,3,0,0,0,20,9,9
0,1,0,1,5,1,1,0,16,0,13,0,0,0,0,210,0,1622,0,5,2558,19,0,1123,265,0,244,1,1281,0,6,410,1,2,0,0,8,771,1,2
5,1,0,5,0,0,0,3,2,124,6,0,0,0,0,258,538,702,3,5,204,1,0,2051,193,550,179,2,1015,612,0,541,0,1,573,4,0,90,0,564
0,0,0,4,1,0,2,0,4,0,47,0,0,0,59,20,0,10,0,0,26,1,0,20,25,0,25,1,109,0,2,23,0,3,0,0,1,9,5,2
0,0,0,2,0,1,3,2,22,0,34,0,0,0,3,17,0,10,40,4,143,1,0,1668,137,0,132,1,82,0,0,19,157,0,0,0,8,20,0,9
0,0,0,7,2,0,1,1,15,0,61,0,0,0,3,215,0,1623,1,6,2559,1,0,2052,963,0,857,2,605,0,0,418,0,1,0,0,1,1406,0,437
0,1,0,17,0,0,0,2,0,0,0,0,1,0,3,17,0,10,0,0,2560,5,0,2,1474,0,1262,2,20,0,3,19,194,0,0,0,1,9,8,2
33,0,0,7,0,0,2,0,0,249,13,0,0,0,3,9,629,814,1,5,2109,1,0,2053,534,641,494,2,933,715,0,606,0,1,669,0,1,703,2,247
0,0,0,0,3,0,0,0,3,0,0,0,0,0,7,7,9,15,0,0,1259,1,0,2054,1004,10,893,1,143,12,5,115,1,2,11,0,1,13,1,2
0,0,0,0,26,0,0,1,0,0,0,0,0,0,16,165,2,2,3,0,1206,1,1,826,934,2,835,1,559,2,3,394,1,2,2,0,4,2,1,2
0,1,0,10,1,0,0,5,5,0,6,0,1,0,3,0,0,1266,0,0,2457,1,0,329,840,0,757,2,130,1094,0,0,0,1,0,0,0,18,0,90
0,0,0,10,0,0,0,1,0,0,0,0,1,0,0,51,0,1380,0,2,2561,1,0,2,1469,0,1258,9,300,0,4,88,435,3,0,0,1,1177,11,868
0,7,0,0,0,0,0,0,1,0,13,0,0,0,3,228,0,10,0,2,2562,1,0,2,1803,0,1531,2,1593,0,0,457,1,2,0,5,6,1407,1,2
7,1,0,5,0,0,18,1,20,249,183,0,0,1,3,183,257,361,0,0,1471,1,0,2,1146,261,1010,1,478,314,0,342,1,2,282,1,8,330,1,2
0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,38,5,2,0,5,57,1,1,2,55,6,54,1,55,6,8,50,1,2,6,0,2,2,1,2
0,0,0,5,0,0,0,5,1,0,0,0,0,0,3,2,25,15,0,5,204,1,0,2,193,26,179,1,231,28,4,174,1,2,27,0,0,13,1,2
0,1,0,5,13,2,0,5,9,0,0,0,0,0,3,18,0,1185,0,0,272,1,0,11,247,1277,230,1,40,1034,5,38,1,2,1317,0,1,1012,1,2
0,0,0,0,1,0,1,5,4,0,13,0,0,1,33,20,0,10,3,0,121,1,0,20,25,0,25,2,25,0,0,23,231,3,0,1,1,1408,5,271
0,11,0,0,15,1,0,0,0,0,0,0,0,1,0,168,0,10,14,5,2563,1,0,2055,1339,0,1166,2,460,0,5,310,0,0,0,0,9,9,0,2
1,0,0,25,0,0,0,4,1,124,6,0,3,0,2,24,5,2,0,0,2564,5,0,2,223,6,208,6,30,6,5,28,1,2,6,0,7,2,1,2
0,7,0,0,3,0,0,1,4,0,0,0,0,0,0,7,21,15,3,1,2565,5,0,164,1804,22,1532,0,224,24,3,115,1,2,23,0,0,13,1,2
0,1,0,0,0,0,2,0,15,0,88,0,0,0,7,36,1261,1624,0,4,1230,1,0,2056,882,1278,791,2,196,1416,0,152,0,3,1318,0,0,1409,4,1035
2,0,1,10,0,0,0,5,1,124,6,0,5,0,7,14,94,134,0,3,1468,1,0,3,471,97,280,0,1009,115,1,211,0,1,104,0,1,127,4,47
0,2,0,2,8,1,0,0,0,0,6,0,0,0,0,28,1170,1513,0,0,1592,1,0,2,1225,1185,1079,2,34,1311,0,32,21,0,1220,0,1,57,6,268
0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,11,0,289,4,1,115,1,1,2,112,0,52,2,1594,247,8,961,1,2,0,0,7,271,1,2
0,13,0,4,3,0,1,2,2,0,13,0,0,0,5,90,0,45,0,0,279,1,0,675,32,0,31,2,167,0,0,132,14,0,0,0,9,43,6,27
0,0,0,33,3,0,0,4,2,0,6,0,3,0,59,99,0,10,3,0,1228,75,0,284,372,0,341,0,449,0,0,145,0,1,0,0,1,9,16,210
0,119,0,0,0,0,0,0,0,0,0,0,0,0,3,29,1198,1547,8,0,283,3,1,2,258,1213,145,2,44,1341,8,34,414,0,1248,3,1,366,0,267
0,5,0,8,0,0,1,4,40,0,27,1,0,0,39,35,0,10,1,4,2566,6,0,1067,52,0,51,10,1335,0,6,47,0,3,0,0,1,9,0,2
0,0,0,2,0,0,5,1,2,0,27,0,0,1,3,72,0,10,0,0,813,1,0,563,703,0,640,2,333,0,0,107,0,3,0,0,9,9,11,901
0,0,0,0,16,2,0,0,2,0,0,0,0,1,3,112,155,221,12,0,1069,1,0,2,334,157,305,2,227,187,5,172,0,1,171,0,1,203,3,110
3,5,0,16,0,0,0,0,2,0,6,0,1,1,3,90,0,45,3,0,2019,1,0,601,1250,0,1098,2,167,0,0,132,14,0,0,0,0,43,6,27
1,0,0,16,0,0,3,0,7,124,27,0,0,1,0,12,0,10,3,5,1459,5,0,1427,1139,0,338,5,920,0,0,12,21,3,0,0,1,9,3,2
0,0,0,23,1,0,0,5,3,0,6,0,2,0,3,12,0,10,0,0,1041,5,0,2057,9,0,9,12,222,0,6,12,182,3,0,0,1,9,0,2
0,0,0,16,1,0,0,4,2,0,0,0,1,0,3,28,1262,1625,3,0,2567,1,0,2,1805,1279,1533,2,34,1417,3,32,436,3,1319,3,2,1410,6,1036
1,0,0,1,0,0,0,0,0,124,6,0,0,0,0,11,0,10,0,0,767,1,0,421,209,0,195,1,1595,0,5,533,1,2,0,0,1,1411,1,2
0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,29,0,10,0,4,829,5,0,774,642,0,585,1,103,0,1,84,137,0,0,0,1,1412,4,1037
0,162,0,2,1,2,2,4,21,0,6,0,0,0,11,86,27,37,5,5,2568,1,0,2058,534,28,494,0,175,30,6,127,0,1,29,3,1,2,2,77
14,0,1,10,0,0,1,0,0,124,6,0,1,0,2,29,0,447,5,0,2569,0,0,2059,799,0,722,2,44,1418,0,34,389,3,0,0,1,398,0,295
6,2,0,19,0,0,0,2,0,124,6,0,1,0,18,134,1263,1626,3,5,1966,1,0,843,1806,1280,573,1,649,1419,0,442,1,2,1320,0,6,557,1,2
0,0,0,1,44,0,0,0,0,0,0,0,0,0,3,14,1264,1627,0,5,55,5,1,434,53,1281,52,1,458,1420,3,178,0,3,1321,0,8,1413,4,42
0,0,0,5,9,0,0,4,0,0,0,0,0,0,7,149,172,246,0,0,97,1,0,66,94,174,92,2,345,213,6,255,1,2,192,0,6,232,1,2
0,0,0,20,1,0,0,2,1,0,6,0,2,0,3,1,1,1,0,1,2570,22,0,43,67,1,66,0,17,1,1,1,0,1,1,1,0,1,2,1
0,0,0,14,1,0,0,2,3,0,6,0,1,0,3,169,224,318,0,0,2448,7,0,11,1734,227,1470,1,536,276,5,311,0,1,247,0,8,295,0,206
0,0,0,7,0,0,1,0,0,0,27,0,0,1,2,1,0,10,3,1,2199,0,0,9,1599,0,12,0,622,0,0,210,0,0,0,0,9,9,2,2
0,0,0,5,0,0,0,0,0,0,0,0,0,0,129,233,0,1578,0,1,229,0,0,2,3,0,3,1,1596,1374,4,472,1,2,0,0,0,491,1,2
0,1,0,5,3,0,0,0,5,0,6,0,0,0,7,225,376,522,16,1,199,5,0,2,188,385,174,1,661,447,5,449,1,2,408,0,0,464,1,2
0,0,0,0,10,0,1,0,0,0,13,0,0,1,3,69,59,87,0,1,118,1,0,714,77,61,75,2,319,75,0,103,0,1,68,3,1,18,0,38
0,0,0,1,1,0,0,0,1,0,0,0,0,1,11,97,796,1022,0,0,633,14,0,2,189,809,175,5,1597,897,4,241,0,1,840,0,1,872,6,38
0,4,0,4,5,0,0,8,9,0,20,0,0,0,0,118,108,161,0,4,2571,5,0,396,507,111,468,1,244,140,0,183,1,2,122,0,1,150,1,2
0,2,0,1,0,0,0,0,0,0,0,0,0,0,3,14,0,10,4,4,115,5,1,2,112,0,52,1,149,0,8,15,0,1,0,0,0,9,4,49
26,0,0,1,0,0,4,0,2,249,40,0,0,0,3,169,23,32,3,0,143,1,0,419,137,24,132,1,536,26,0,311,0,1,25,0,8,18,0,227
0,1,0,1,11,0,0,3,0,0,0,0,0,0,3,3,0,450,0,0,422,1,0,2,385,0,353,2,3,0,5,3,1,2,0,0,2,3,1,2
0,0,0,1,6,0,0,0,0,0,0,0,0,0,3,11,0,10,1,0,2572,5,0,2060,1807,0,1534,6,1344,0,1,348,1,2,0,0,4,1020,1,2
30,0,0,51,0,0,2,7,6,124,6,0,5,0,3,11,1265,1628,0,0,448,1,0,697,406,1282,374,2,1598,1421,0,539,1,2,1322,0,1,26,1,2
0,1,1,4,12,0,0,6,0,0,0,0,4,0,13,18,13,20,0,5,451,0,0,317,409,14,377,2,22,16,1,21,1,2,15,0,2,19,1,2
0,1,1,22,8,0,0,2,0,0,0,0,2,0,14,12,1266,1629,0,4,2573,5,1,1434,1808,1283,1535,1,49,1422,0,12,0,0,1323,0,1,1414,2,1038
0,0,0,0,11,1,0,0,4,0,6,0,0,0,3,35,0,10,0,1,564,1,1,2061,290,0,265,5,935,0,5,47,48,3,0,0,10,9,3,2
0,1,0,10,7,0,1,5,5,0,6,0,1,0,3,20,0,1630,0,5,26,59,0,150,25,0,25,1,109,0,7,23,437,3,0,0,1,765,4,542
0,0,0,16,16,0,0,5,0,0,0,0,4,0,3,239,5,2,0,5,773,1,0,1106,152,6,144,2,1599,6,5,488,1,2,6,0,0,2,1,2
0,0,1,0,0,0,0,0,0,0,0,0,0,1,3,18,48,69,1,5,170,1,0,2,161,49,152,1,40,57,4,38,1,2,55,0,9,61,1,2
0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,11,0,10,1,5,2304,1,1,2,1667,0,1064,1,754,0,8,309,1,2,0,0,1,291,1,2
0,4,0,5,0,0,0,0,0,0,0,0,0,1,0,11,0,10,0,1,2574,1,1,2,1809,0,212,0,18,0,8,64,1,2,0,0,7,9,1,2
1,0,0,0,0,0,0,0,0,124,6,0,0,0,3,7,21,15,0,0,1008,5,0,627,475,22,441,1,143,24,5,115,1,2,23,0,1,13,1,2
0,0,0,1,7,2,0,0,1,0,6,0,0,0,3,17,1267,1631,10,0,1868,1,0,2,1397,1284,1212,0,117,1423,1,19,29,0,1324,0,0,20,0,9
0,0,0,2,0,0,0,0,3,0,27,0,0,0,3,61,0,1632,0,0,853,14,0,11,724,0,658,9,254,0,0,91,431,3,0,0,1,1415,2,2
21,0,1,5,0,0,57,2,5,374,353,11,0,0,2,20,0,10,0,0,26,1,0,207,25,0,25,1,109,0,2,23,9,0,0,0,1,9,5,2
0,0,0,0,0,1,2,3,18,0,34,0,3,0,16,7,21,15,0,5,728,5,0,1391,642,22,585,1,35,24,6,33,1,2,23,0,0,13,1,2
0,6,0,0,2,1,0,2,4,0,13,0,2,0,13,38,2,2,0,5,2575,14,0,2,1517,2,1297,1,115,2,5,95,1,2,2,0,1,2,1,2
2,0,0,8,0,0,0,0,0,124,6,0,0,0,3,11,51,57,3,5,2576,1,0,89,156,52,148,2,932,63,1,40,1,2,59,0,0,53,1,2
0,1,0,7,0,0,0,2,2,0,0,0,6,0,3,56,1198,1547,3,0,2577,19,0,2,1810,1213,1536,2,173,1341,3,136,414,3,1248,0,1,366,0,267
0,4,0,2,48,0,0,0,1,0,0,0,0,0,18,84,1268,1633,3,0,429,73,1,596,175,1285,164,1,305,1424,0,124,0,0,1325,0,8,20,9,9
0,0,0,0,4,0,5,0,0,0,47,0,0,0,2,17,0,10,0,4,842,1,0,2,722,0,656,0,117,0,0,19,326,3,0,0,1,20,0,9
10,2,0,16,0,0,0,9,2,374,20,0,0,1,3,27,0,68,0,5,32,5,0,1063,31,0,30,1,95,0,0,31,1,2,0,4,1,27,1,2
0,0,0,0,0,0,0,0,2,0,6,0,0,0,3,84,0,10,3,4,1309,1,0,2062,1037,0,498,2,226,0,0,124,438,0,0,0,6,9,13,2
0,0,0,0,1,1,0,0,8,0,6,0,0,0,3,17,0,1541,3,4,741,1,0,2,77,0,75,2,20,0,4,19,203,3,0,0,1,941,8,677
0,0,0,5,2,1,0,0,0,0,6,0,0,0,0,11,0,10,0,6,1224,19,0,2063,230,0,215,2,1600,0,0,962,1,2,0,3,0,1416,1,2
0,0,0,4,5,0,0,3,8,0,0,0,0,1,3,182,5,2,1,4,2578,5,0,11,1811,6,1537,2,1061,6,7,686,1,2,6,0,1,2,1,2
2,0,0,0,0,0,0,0,0,124,6,0,0,0,3,17,0,940,0,4,596,3,0,422,532,0,492,7,123,823,1,19,439,3,0,0,1,18,0,583
2,14,0,4,0,0,1,4,18,124,20,0,0,1,0,11,0,10,0,0,33,1,0,1342,32,0,31,0,18,0,6,64,1,2,0,1,9,9,1,2
0,0,0,8,0,0,0,9,2,0,0,0,3,1,3,18,79,112,0,0,29,1,0,3,3,82,3,2,22,99,1,21,1,2,89,0,0,19,1,2
